,customer,recency,frequency,monetary,country
1372,16235,0,5,867.31,United Kingdom
1373,16358,9,4,2027.5,United Kingdom
1374,17026,23,2,154.83,United Kingdom
1375,17120,10,1,307.46,United Kingdom
1376,17964,22,2,463.21,United Kingdom
1377,18087,8,2,4055.72,United Kingdom
1378,18177,1,6,1340.87,United Kingdom
1379,12587,28,1,144.0,Finland
1380,12591,4,1,452.85,Italy
1381,13050,5,17,5836.86,United Kingdom
1382,13065,394,1,205.86,United Kingdom
1383,13321,2,2,567.36,United Kingdom
1384,13485,10,1,454.24,United Kingdom
1385,14825,6,12,2221.01,United Kingdom
1386,15031,9,4,653.19,United Kingdom
1387,15117,5,5,1551.78,United Kingdom
1388,15175,1,1,224.14,United Kingdom
1389,15325,2,1,161.74,United Kingdom
1390,15668,24,1,76.32,United Kingdom
1391,15814,7,4,1945.33,United Kingdom
1392,15832,0,1,836.79,United Kingdom
1393,15889,24,2,420.07,United Kingdom
1394,16445,24,1,230.51,United Kingdom
1395,16846,10,1,214.32,United Kingdom
1396,17062,0,4,533.33,United Kingdom
1397,17138,21,1,380.5,United Kingdom
1398,17968,394,1,265.1,United Kingdom
1399,18219,3,10,2069.77,United Kingdom
1400,12598,0,8,3023.08,France
1401,12808,22,3,483.65,Portugal
1402,12830,2,6,6814.64,United Kingdom
1403,13148,0,12,3683.26,United Kingdom
1404,13355,21,1,674.7,United Kingdom
1405,13449,14,1,291.88,United Kingdom
1406,13453,3,2,356.98,United Kingdom
1407,13458,3,14,9646.57,United Kingdom
1408,13629,4,11,7792.36,United Kingdom
1409,14143,1,1,115.8,United Kingdom
1410,14165,21,1,120.44,United Kingdom
1411,14482,5,6,2022.81,United Kingdom
1412,14952,1,11,8099.49,United Kingdom
1413,15018,29,3,496.21,United Kingdom
1414,15115,9,1,340.11,United Kingdom
1415,15218,1,11,5756.89,United Kingdom
1416,15458,16,1,161.64,United Kingdom
1417,15862,11,4,832.88,United Kingdom
1418,16333,0,22,26626.8,United Kingdom
1419,16402,10,2,293.45,United Kingdom
1420,16416,3,3,1051.4,United Kingdom
1421,16457,25,1,208.36,United Kingdom
1422,16726,3,5,1358.74,United Kingdom
1423,16761,26,1,316.62,United Kingdom
1424,16770,0,5,757.1,United Kingdom
1425,16880,11,7,1491.43,United Kingdom
1426,17052,19,1,399.09,United Kingdom
1427,17427,1,1,100.8,United Kingdom
1428,17879,11,1,178.52,United Kingdom
1429,18040,10,2,357.2,United Kingdom
1430,18150,8,3,566.58,United Kingdom
1431,12515,374,1,383.7,Italy
1432,13099,29,1,207.36,United Kingdom
1433,13390,4,1,544.08,United Kingdom
1434,13452,5,2,590.0,United Kingdom
1435,13493,5,2,618.63,Switzerland
1436,13772,16,3,1122.63,United Kingdom
1437,13810,16,3,1499.01,Germany
1438,13884,19,5,787.6,United Kingdom
1439,14204,23,1,150.61,United Kingdom
1440,14242,11,2,280.55,United Kingdom
1441,14416,2,2,490.22,United Kingdom
1442,14585,10,1,157.05,United Kingdom
1443,15464,25,1,1044.65,United Kingdom
1444,15853,11,1,110.8,United Kingdom
1445,16424,29,1,133.56,United Kingdom
1446,17095,13,3,1324.16,United Kingdom
1447,17567,10,8,4331.48,United Kingdom
1448,17703,6,3,798.74,United Kingdom
1449,17884,24,4,695.07,United Kingdom
1450,17888,4,8,716.0,United Kingdom
1451,18117,16,1,315.65,United Kingdom
1452,18222,22,1,443.0,United Kingdom
1453,18246,10,2,596.1,United Kingdom
1454,12445,13,1,133.4,Spain
1455,12702,10,1,219.0,Germany
1456,13255,0,2,399.51,United Kingdom
1457,13291,23,1,361.11,United Kingdom
1458,13417,12,2,640.83,United Kingdom
1459,13496,1,2,653.33,United Kingdom
1460,13657,1,2,382.14,United Kingdom
1461,13752,15,6,1175.38,United Kingdom
1462,13805,12,2,924.6,United Kingdom
1463,13807,388,1,112.6,United Kingdom
1464,14473,4,2,234.34,United Kingdom
1465,14619,22,1,394.44,United Kingdom
1466,14645,21,2,597.09,United Kingdom
1467,14905,10,2,616.15,United Kingdom
1468,15012,13,2,405.04,United Kingdom
1469,15038,18,6,685.74,United Kingdom
1470,15314,6,1,327.97,United Kingdom
1471,15400,12,5,716.2,United Kingdom
1472,15415,0,1,559.61,United Kingdom
1473,16016,3,8,1465.51,United Kingdom
1474,16509,14,1,363.7,United Kingdom
1475,16777,3,2,222.62,United Kingdom
1476,17183,0,6,3347.31,United Kingdom
1477,17221,27,2,334.48,United Kingdom
1478,17528,1,8,3628.5,United Kingdom
1479,17736,0,3,377.44,United Kingdom
1480,17878,3,1,379.45,United Kingdom
1481,17906,24,1,72.9,United Kingdom
1482,17913,18,2,408.65,United Kingdom
1483,18077,2,11,2584.41,United Kingdom
1484,18093,15,4,2106.52,United Kingdom
1485,18255,19,1,103.3,United Kingdom
1486,12423,0,8,1859.31,Belgium
1487,12457,10,7,2363.23,Switzerland
1488,12506,9,1,73.5,France
1489,12538,20,1,363.95,Spain
1490,12561,20,1,238.85,Germany
1491,12613,4,5,3344.38,Germany
1492,13911,4,9,2580.91,United Kingdom
1493,13927,4,1,348.99,United Kingdom
1494,14034,13,3,648.89,United Kingdom
1495,14108,0,2,597.91,United Kingdom
1496,14586,22,1,237.36,United Kingdom
1497,14889,23,1,135.9,United Kingdom
1498,15230,16,2,429.6,United Kingdom
1499,15327,12,1,208.75,United Kingdom
1500,15649,23,2,816.0,United Kingdom
1501,16539,23,4,1388.81,United Kingdom
1502,16929,1,7,1295.39,United Kingdom
1503,17500,8,3,1138.0,United Kingdom
1504,17691,379,2,290.4,United Kingdom
1505,17787,10,4,1817.54,United Kingdom
1506,12353,11,1,89.0,Bahrain
1507,13016,3,3,789.89,United Kingdom
1508,13199,1,38,9817.12,United Kingdom
1509,13917,9,2,272.04,United Kingdom
1510,14038,8,3,1560.38,United Kingdom
1511,14800,5,12,4331.79,United Kingdom
1512,15194,0,15,7616.53,United Kingdom
1513,15342,28,1,406.09,United Kingdom
1514,15410,7,8,3450.84,United Kingdom
1515,15567,9,1,186.01,United Kingdom
1516,16297,14,1,301.9,United Kingdom
1517,16464,10,3,1298.66,United Kingdom
1518,17045,12,3,339.44,United Kingdom
1519,17314,0,8,2527.92,United Kingdom
1520,17812,3,4,699.81,United Kingdom
1521,17873,10,5,1848.96,United Kingdom
1522,13146,17,1,228.91,United Kingdom
1523,13177,24,1,282.45,United Kingdom
1524,13919,19,2,384.81,Denmark
1525,13948,381,1,102.0,United Kingdom
1526,14209,1,6,2073.43,United Kingdom
1527,14818,0,3,657.8,United Kingdom
1528,14880,6,3,690.59,United Kingdom
1529,14931,4,5,1257.68,Channel Islands
1530,15319,29,1,204.5,United Kingdom
1531,15394,0,4,2183.54,United Kingdom
1532,15468,11,2,467.51,United Kingdom
1533,15514,2,11,4023.72,United Kingdom
1534,15877,8,2,490.33,United Kingdom
1535,16218,0,7,3084.68,United Kingdom
1536,16856,5,1,35.4,United Kingdom
1537,16899,10,6,1271.06,United Kingdom
1538,17160,2,6,3518.03,United Kingdom
1539,17455,10,1,131.7,United Kingdom
1540,17643,394,1,101.55,United Kingdom
1541,17669,2,7,3406.72,United Kingdom
1542,17718,9,1,139.35,United Kingdom
1543,17900,28,2,112.2,United Kingdom
1544,17911,0,1,366.23,United Kingdom
1545,18183,4,2,632.07,United Kingdom
1546,12630,0,2,1270.88,Finland
1547,12679,12,4,1113.02,France
1548,12815,5,2,1063.46,Poland
1549,12925,4,2,694.05,United Kingdom
1550,12989,7,15,6924.11,United Kingdom
1551,13008,10,1,229.47,United Kingdom
1552,13221,17,2,847.41,United Kingdom
1553,13305,12,10,2000.86,United Kingdom
1554,13703,5,1,99.5,United Kingdom
1555,13711,25,2,252.06,United Kingdom
1556,14431,20,1,470.36,United Kingdom
1557,14535,20,3,2854.84,United Kingdom
1558,14551,9,2,186.23,United Kingdom
1559,14932,386,1,363.53,Channel Islands
1560,15110,4,4,996.1,United Kingdom
1561,15243,4,1,316.68,United Kingdom
1562,15374,27,1,168.0,United Kingdom
1563,15786,6,3,4919.0,United Kingdom
1564,16554,2,3,837.1,United Kingdom
1565,17126,17,5,989.45,United Kingdom
1566,17166,10,2,206.34,United Kingdom
1567,17777,0,3,647.56,United Kingdom
1568,18237,2,5,987.1,United Kingdom
1569,18265,2,2,801.51,United Kingdom
1570,12688,12,1,4873.81,Israel
1571,12836,5,4,2610.36,United Kingdom
1572,13097,5,10,6003.22,United Kingdom
1573,13856,6,3,388.5,United Kingdom
1574,13869,0,4,3083.65,United Kingdom
1575,14060,4,19,6140.42,United Kingdom
1576,14246,5,3,1474.06,United Kingdom
1577,14499,1,3,808.44,United Kingdom
1578,14584,4,4,1033.06,United Kingdom
1579,14616,2,3,406.08,United Kingdom
1580,15049,19,1,121.17,United Kingdom
1581,15530,7,4,1497.31,United Kingdom
1582,16351,19,1,153.9,United Kingdom
1583,16461,15,1,142.92,United Kingdom
1584,16592,3,16,4113.68,United Kingdom
1585,17069,3,9,2709.7,United Kingdom
1586,17291,26,1,550.8,United Kingdom
1587,17505,12,2,1145.84,United Kingdom
1588,17742,12,2,355.11,United Kingdom
1589,17781,0,2,188.02,United Kingdom
1590,17965,2,14,2599.19,United Kingdom
1591,18081,1,3,343.45,United Kingdom
1592,12839,1,14,5591.42,United Kingdom
1593,13328,3,1,1308.48,United Kingdom
1594,13577,16,4,1687.6,United Kingdom
1595,13707,2,2,806.41,United Kingdom
1596,14414,0,7,1496.98,United Kingdom
1597,15329,0,3,1049.7,United Kingdom
1598,15930,27,1,426.63,United Kingdom
1599,16080,11,2,217.16,United Kingdom
1600,16187,2,15,6911.44,United Kingdom
1601,16387,9,1,94.36,United Kingdom
1602,16495,22,3,648.26,United Kingdom
1603,16653,1,2,1212.66,United Kingdom
1604,16781,393,1,311.25,United Kingdom
1605,17245,11,1,171.45,United Kingdom
1606,17666,24,2,728.16,United Kingdom
1607,17824,11,1,298.4,United Kingdom
1608,17934,11,2,704.25,United Kingdom
1609,12686,392,1,89.14,France
1610,13136,10,5,2607.61,United Kingdom
1611,13418,2,18,6127.43,United Kingdom
1612,13890,6,10,1883.81,United Kingdom
1613,14264,22,2,333.97,United Kingdom
1614,14334,6,8,2552.21,United Kingdom
1615,14385,0,3,202.11,United Kingdom
1616,15469,10,2,538.55,United Kingdom
1617,16341,8,4,1971.87,United Kingdom
1618,16377,13,1,676.2,United Kingdom
1619,16678,1,12,3109.99,United Kingdom
1620,17043,11,4,1735.18,United Kingdom
1621,17947,28,1,176.68,United Kingdom
1622,18190,0,2,284.46,United Kingdom
1623,18211,3,5,600.07,United Kingdom
1624,12370,11,4,3541.94,Cyprus
1625,12775,8,5,1386.04,Netherlands
1626,12817,27,1,166.04,Austria
1627,13381,12,6,3639.31,United Kingdom
1628,13461,1,3,1445.0,United Kingdom
1629,13792,5,2,195.55,United Kingdom
1630,14158,0,1,507.66,United Kingdom
1631,14311,19,1,310.26,United Kingdom
1632,14448,0,2,375.35,United Kingdom
1633,14725,15,1,655.58,United Kingdom
1634,15106,8,5,1422.52,United Kingdom
1635,15172,0,5,1624.05,United Kingdom
1636,15204,378,1,316.58,United Kingdom
1637,15236,16,1,321.05,United Kingdom
1638,15457,8,1,237.07,United Kingdom
1639,15585,14,1,455.3,United Kingdom
1640,16626,0,17,4413.1,United Kingdom
1641,16893,387,1,145.93,United Kingdom
1642,17111,7,1,231.61,United Kingdom
1643,17323,4,7,906.52,United Kingdom
1644,17384,10,2,336.4,United Kingdom
1645,17524,382,1,145.0,United Kingdom
1646,17550,4,3,267.16,United Kingdom
1647,17608,24,2,191.99,United Kingdom
1648,17630,7,2,503.6,United Kingdom
1649,17694,9,1,283.12,United Kingdom
1650,18058,0,1,170.16,United Kingdom
1651,13026,21,5,975.36,United Kingdom
1652,13282,0,3,1132.14,United Kingdom
1653,13615,5,1,417.69,United Kingdom
1654,13767,2,37,17220.36,United Kingdom
1655,13827,1,3,409.8,United Kingdom
1656,14066,12,1,152.55,United Kingdom
1657,14237,394,1,161.0,United Kingdom
1658,14620,12,2,412.78,United Kingdom
1659,15505,12,5,3610.96,United Kingdom
1660,15834,0,4,2225.15,United Kingdom
1661,17100,9,2,971.74,United Kingdom
1662,17191,19,7,2093.68,United Kingdom
1663,17483,2,3,414.04,United Kingdom
1664,17535,26,1,164.4,United Kingdom
1665,17935,6,2,145.79,United Kingdom
1666,18108,0,1,271.0,United Kingdom
1667,12357,24,1,6207.67,Switzerland
1668,13133,19,2,109.8,United Kingdom
1669,13157,9,4,1741.22,United Kingdom
1670,13210,23,1,353.48,United Kingdom
1671,14326,19,1,183.85,United Kingdom
1672,14709,1,13,4921.04,United Kingdom
1673,14891,16,2,554.38,United Kingdom
1674,15322,15,1,679.68,United Kingdom
1675,15460,375,1,214.26,United Kingdom
1676,15632,0,8,3285.31,United Kingdom
1677,15885,22,3,379.35,United Kingdom
1678,15953,6,8,1657.28,United Kingdom
1679,16891,9,5,742.43,United Kingdom
1680,17046,25,1,642.02,United Kingdom
1681,17509,17,8,6083.64,United Kingdom
1682,17898,14,2,152.06,United Kingdom
1683,18092,4,11,9068.26,United Kingdom
1684,12395,0,12,3018.63,Belgium
1685,12446,17,1,1002.31,RSA
1686,13030,2,2,752.44,United Kingdom
1687,13134,11,4,1793.58,United Kingdom
1688,13302,23,1,63.75,United Kingdom
1689,14854,1,7,2740.03,United Kingdom
1690,15028,2,4,627.13,United Kingdom
1691,15232,8,2,612.06,United Kingdom
1692,15652,21,1,337.74,United Kingdom
1693,16018,0,2,408.9,United Kingdom
1694,16634,29,2,217.9,United Kingdom
1695,16771,5,5,2242.61,United Kingdom
1696,16849,24,1,124.57,United Kingdom
1697,16992,1,5,1614.31,United Kingdom
1698,16998,11,4,295.0,United Kingdom
1699,17282,11,3,1685.46,United Kingdom
1700,17650,12,1,166.08,United Kingdom
1701,17660,9,1,178.75,United Kingdom
1702,17995,27,1,76.1,United Kingdom
1703,18001,3,2,415.13,United Kingdom
1704,18272,2,6,3078.58,United Kingdom
1705,18274,21,1,175.92,United Kingdom
1706,13004,1,18,5655.91,United Kingdom
1707,13681,8,4,827.83,United Kingdom
1708,13682,25,1,59.5,United Kingdom
1709,14037,14,2,147.2,United Kingdom
1710,14217,0,17,2004.98,United Kingdom
1711,14680,1,16,28754.11,United Kingdom
1712,14887,9,1,1862.0,United Kingdom
1713,14970,3,4,1592.06,United Kingdom
1714,15264,24,1,393.74,United Kingdom
1715,15443,3,7,3213.59,United Kingdom
1716,15473,5,7,1771.2,United Kingdom
1717,15783,1,1,246.3,United Kingdom
1718,15809,2,5,515.77,United Kingdom
1719,16272,15,1,411.7,United Kingdom
1720,16545,2,1,339.3,United Kingdom
1721,16728,4,4,1048.28,United Kingdom
1722,16795,386,1,414.88,United Kingdom
1723,16796,19,1,305.62,United Kingdom
1724,17220,0,14,3187.55,United Kingdom
1725,17358,21,2,360.81,United Kingdom
1726,17492,25,1,374.57,United Kingdom
1727,17932,11,3,1331.57,United Kingdom
1728,17939,27,1,99.14,United Kingdom
1729,17941,29,1,304.56,United Kingdom
1730,13017,28,1,204.0,United Kingdom
1731,13200,4,4,870.09,United Kingdom
1732,13369,386,1,308.28,United Kingdom
1733,13886,1,1,243.56,United Kingdom
1734,13980,20,1,200.14,United Kingdom
1735,14099,0,11,3104.17,United Kingdom
1736,14359,2,3,912.18,United Kingdom
1737,14578,24,1,168.63,United Kingdom
1738,14930,7,3,2362.96,Channel Islands
1739,15023,0,11,6720.41,United Kingdom
1740,15075,7,1,773.03,United Kingdom
1741,15353,0,2,770.12,United Kingdom
1742,17165,2,1,158.68,United Kingdom
1743,17768,4,3,2081.9,United Kingdom
1744,18167,4,3,1384.86,United Kingdom
1745,18245,0,7,2567.06,United Kingdom
1746,18283,0,16,2045.53,United Kingdom
1747,12640,11,3,1174.58,France
1748,12766,9,7,6989.63,Portugal
1749,13800,27,1,558.32,United Kingdom
1750,13897,10,1,311.16,United Kingdom
1751,14135,4,15,4690.31,United Kingdom
1752,14624,17,2,225.85,United Kingdom
1753,14855,2,2,645.65,United Kingdom
1754,15277,6,1,255.9,United Kingdom
1755,15511,2,5,900.53,United Kingdom
1756,16450,17,1,311.92,United Kingdom
1757,16784,10,1,107.6,United Kingdom
1758,16933,16,2,563.23,United Kingdom
1759,17152,1,3,1689.5,United Kingdom
1760,17255,0,2,291.48,United Kingdom
1761,17359,2,1,127.86,United Kingdom
1762,17475,9,1,194.37,United Kingdom
1763,17624,5,2,843.48,United Kingdom
1764,17663,5,7,1802.91,United Kingdom
1765,17779,11,3,650.32,United Kingdom
1766,17850,393,34,5391.21,United Kingdom
1767,12348,5,4,1797.24,Finland
1768,12738,393,1,155.35,Germany
1769,13341,6,1,775.85,United Kingdom
1770,13510,5,4,1791.56,United Kingdom
1771,13558,14,4,594.52,United Kingdom
1772,13562,9,3,1799.33,United Kingdom
1773,13568,11,1,187.05,United Kingdom
1774,14452,1,2,259.05,United Kingdom
1775,15058,0,11,2102.54,United Kingdom
1776,15174,9,1,135.75,United Kingdom
1777,15750,2,8,2463.05,United Kingdom
1778,16020,7,3,851.01,United Kingdom
1779,16031,22,2,547.9,United Kingdom
1780,16395,6,5,1482.06,United Kingdom
1781,16460,2,3,811.23,United Kingdom
1782,16584,0,2,936.08,United Kingdom
1783,16743,12,7,2213.13,United Kingdom
1784,16765,12,1,34.0,United Kingdom
1785,16773,17,1,171.59,United Kingdom
1786,16792,28,2,110.38,United Kingdom
1787,17006,5,4,781.78,United Kingdom
1788,17978,386,1,300.92,United Kingdom
1789,12420,23,1,600.39,Cyprus
1790,12512,26,2,132.18,Israel
1791,12544,27,1,372.7,Spain
1792,13118,0,5,1197.81,United Kingdom
1793,13680,0,4,3719.12,United Kingdom
1794,13748,9,5,948.25,United Kingdom
1795,13939,7,3,568.55,United Kingdom
1796,14082,385,1,182.25,United Kingdom
1797,14111,5,4,692.85,United Kingdom
1798,14348,6,1,409.57,United Kingdom
1799,14567,16,2,1530.36,United Kingdom
1800,15043,22,1,537.0,United Kingdom
1801,15129,1,11,3447.4,United Kingdom
1802,15618,4,4,776.85,United Kingdom
1803,15670,14,1,173.05,United Kingdom
1804,15769,0,26,56252.72,United Kingdom
1805,16011,1,16,3352.96,United Kingdom
1806,16221,21,3,860.86,United Kingdom
1807,17625,3,4,2020.4,United Kingdom
1808,12842,0,2,1118.99,United Kingdom
1809,13028,5,2,661.32,United Kingdom
1810,13077,8,4,728.02,United Kingdom
1811,13108,393,1,350.06,United Kingdom
1812,13194,3,1,60.7,United Kingdom
1813,13486,8,3,1122.41,United Kingdom
1814,13845,24,1,312.98,United Kingdom
1815,14788,17,2,679.44,United Kingdom
1816,14964,24,1,206.21,United Kingdom
1817,15127,25,1,406.53,United Kingdom
1818,15898,3,5,1383.83,United Kingdom
1819,16085,7,5,981.51,United Kingdom
1820,16477,0,7,2494.46,United Kingdom
1821,16776,20,1,371.54,United Kingdom
1822,16859,7,2,747.81,United Kingdom
1823,17203,12,6,3560.08,United Kingdom
1824,17254,6,2,271.19,United Kingdom
1825,17499,7,1,622.88,United Kingdom
1826,18194,12,1,973.84,United Kingdom
1827,18212,13,1,216.07,United Kingdom
1828,12364,0,4,1313.1,Belgium
1829,12585,11,2,2040.1,Germany
1830,12648,22,1,318.05,Germany
1831,13116,6,1,501.14,United Kingdom
1832,14147,3,2,483.4,United Kingdom
1833,14155,12,1,118.75,United Kingdom
1834,14300,9,1,43.2,United Kingdom
1835,14314,5,1,120.0,United Kingdom
1836,14505,8,8,5859.43,United Kingdom
1837,15368,12,1,446.94,United Kingdom
1838,15384,7,2,642.41,United Kingdom
1839,15397,7,1,94.0,United Kingdom
1840,15416,16,4,3984.32,United Kingdom
1841,15640,3,15,12416.11,United Kingdom
1842,15673,14,4,2726.23,United Kingdom
1843,16096,10,1,320.62,United Kingdom
1844,16136,7,3,709.38,United Kingdom
1845,16261,5,4,728.54,United Kingdom
1846,16360,10,6,3450.41,United Kingdom
1847,16449,4,2,707.69,United Kingdom
1848,16824,2,2,460.64,United Kingdom
1849,17040,5,1,449.73,United Kingdom
1850,17083,8,3,1405.78,United Kingdom
1851,17189,5,2,383.75,United Kingdom
1852,17522,6,5,1070.71,United Kingdom
1853,17750,1,9,1710.45,United Kingdom
1854,17796,0,4,690.0,United Kingdom
1855,17908,394,1,232.03,United Kingdom
1856,18268,2,1,25.5,United Kingdom
1857,12428,0,9,7956.46,Finland
1858,12665,11,1,63.0,Germany
1859,12864,6,1,147.12,United Kingdom
1860,13429,1,4,1006.8,United Kingdom
1861,13732,19,1,491.86,United Kingdom
1862,14014,7,1,505.18,United Kingdom
1863,14067,23,2,374.7,United Kingdom
1864,15081,13,5,504.8,United Kingdom
1865,16779,0,22,10611.72,United Kingdom
1866,17031,2,2,380.35,United Kingdom
1867,17174,24,1,59.9,United Kingdom
1868,18094,4,7,3017.3,United Kingdom
1869,18149,10,3,612.08,United Kingdom
1870,12697,0,3,957.59,Sweden
1871,13091,19,1,345.82,United Kingdom
1872,13739,9,1,216.9,United Kingdom
1873,14164,0,2,1631.77,United Kingdom
1874,14231,6,3,925.71,United Kingdom
1875,14494,16,1,139.56,United Kingdom
1876,14764,6,1,278.3,United Kingdom
1877,14780,9,2,447.68,United Kingdom
1878,14867,23,3,710.28,United Kingdom
1879,15326,20,1,311.71,United Kingdom
1880,15800,6,2,696.89,United Kingdom
1881,15919,10,2,525.69,United Kingdom
1882,16040,14,3,1313.55,United Kingdom
1883,16062,0,4,1153.62,United Kingdom
1884,16171,19,1,73.2,United Kingdom
1885,16425,20,1,302.7,United Kingdom
1886,16566,0,5,614.66,United Kingdom
1887,17153,15,1,213.78,United Kingdom
1888,17334,20,2,307.02,United Kingdom
1889,17620,19,1,81.44,United Kingdom
1890,17674,4,2,551.04,United Kingdom
1891,18064,1,2,814.0,United Kingdom
1892,18067,0,1,396.33,United Kingdom
1893,18257,0,8,2337.63,United Kingdom
1894,12553,5,10,3692.28,France
1895,12678,0,12,17628.46,France
1896,12884,18,1,309.05,United Kingdom
1897,12987,3,2,558.7,United Kingdom
1898,13095,0,1,74.4,United Kingdom
1899,13441,21,1,296.64,United Kingdom
1900,13499,2,5,1159.11,United Kingdom
1901,13627,9,5,1638.47,United Kingdom
1902,13678,19,1,232.6,United Kingdom
1903,13700,12,10,2248.63,United Kingdom
1904,13728,0,6,1016.14,United Kingdom
1905,14125,1,3,2720.63,United Kingdom
1906,14659,2,9,2529.93,United Kingdom
1907,14782,6,1,200.1,United Kingdom
1908,14803,0,3,845.55,United Kingdom
1909,14915,21,2,307.48,United Kingdom
1910,14947,2,2,290.82,United Kingdom
1911,15092,22,2,457.81,United Kingdom
1912,15453,0,7,1371.77,United Kingdom
1913,15653,14,2,877.44,United Kingdom
1914,15676,9,3,3435.76,United Kingdom
1915,15861,2,8,3146.92,United Kingdom
1916,15944,22,1,325.1,United Kingdom
1917,16494,14,1,826.53,United Kingdom
1918,16499,381,2,365.45,United Kingdom
1919,16715,8,1,301.72,United Kingdom
1920,16843,2,16,10196.57,United Kingdom
1921,17060,12,1,234.24,United Kingdom
1922,17414,3,2,778.0,United Kingdom
1923,17701,29,1,417.95,United Kingdom
1924,18079,5,4,3613.15,United Kingdom
1925,18086,20,1,101.34,United Kingdom
1926,18228,9,2,779.9,United Kingdom
1927,12463,13,4,1344.78,Belgium
1928,12479,2,1,527.2,Germany
1929,12641,14,1,185.9,Sweden
1930,12763,6,2,494.08,Japan
1931,13048,5,4,1819.41,United Kingdom
1932,13070,0,1,228.8,United Kingdom
1933,13145,0,4,618.52,United Kingdom
1934,13340,2,7,10736.48,United Kingdom
1935,13349,1,1,247.32,United Kingdom
1936,13389,2,3,797.96,United Kingdom
1937,13824,3,5,1698.94,United Kingdom
1938,14241,21,1,213.7,United Kingdom
1939,14411,28,1,1063.0,United Kingdom
1940,14806,5,1,193.39,United Kingdom
1941,15350,394,1,115.65,United Kingdom
1942,15414,0,3,774.9,United Kingdom
1943,15664,10,1,386.43,United Kingdom
1944,15949,1,2,364.72,United Kingdom
1945,15992,24,1,41.99,United Kingdom
1946,16005,3,4,578.71,United Kingdom
1947,16123,11,1,307.78,United Kingdom
1948,16364,2,2,705.79,United Kingdom
1949,16404,0,1,443.05,United Kingdom
1950,17109,4,6,881.29,United Kingdom
1951,17236,3,6,916.13,United Kingdom
1952,17752,380,1,80.64,United Kingdom
1953,17769,3,10,3957.43,United Kingdom
1954,12381,18,5,1845.31,Norway
1955,12410,26,2,693.33,Switzerland
1956,12615,1,4,2291.19,France
1957,12759,9,3,1531.44,Netherlands
1958,13224,19,2,2155.95,United Kingdom
1959,13354,1,1,743.53,United Kingdom
1960,13414,1,3,1390.5,United Kingdom
1961,13778,2,1,178.7,United Kingdom
1962,13814,5,2,1579.12,Germany
1963,14240,2,2,890.34,United Kingdom
1964,14561,0,3,1080.76,United Kingdom
1965,14684,0,5,1201.51,United Kingdom
1966,14689,15,1,112.8,United Kingdom
1967,14708,22,3,1126.37,United Kingdom
1968,15007,27,1,156.91,United Kingdom
1969,15301,2,12,5049.95,United Kingdom
1970,15533,10,3,807.57,United Kingdom
1971,15572,8,7,2533.42,United Kingdom
1972,16029,2,63,80850.84,United Kingdom
1973,16271,6,5,1404.64,United Kingdom
1974,16318,26,1,328.15,United Kingdom
1975,16363,13,1,109.36,United Kingdom
1976,16415,4,1,200.27,United Kingdom
1977,16629,3,2,408.63,United Kingdom
1978,17164,9,7,2467.35,United Kingdom
1979,17231,3,10,3124.72,United Kingdom
1980,17279,17,1,187.83,United Kingdom
1981,17469,2,5,1870.97,United Kingdom
1982,18160,7,2,638.06,United Kingdom
1983,18223,0,14,6484.54,United Kingdom
1984,12609,5,3,1126.85,Germany
1985,12724,11,4,1031.41,France
1986,13153,26,1,486.22,United Kingdom
1987,13330,2,3,1140.93,United Kingdom
1988,13405,4,3,572.45,United Kingdom
1989,13900,0,3,740.95,United Kingdom
1990,14236,10,2,490.86,United Kingdom
1991,15125,3,15,11528.48,United Kingdom
1992,15343,17,1,364.5,United Kingdom
1993,15524,15,1,440.0,United Kingdom
1994,15935,16,2,416.86,United Kingdom
1995,16054,13,1,783.9,United Kingdom
1996,16065,386,1,367.14,United Kingdom
1997,16560,17,2,841.41,United Kingdom
1998,16700,3,13,5076.55,United Kingdom
1999,16722,4,13,4730.81,United Kingdom
2000,17017,0,20,8694.26,United Kingdom
2001,17162,0,10,1715.46,United Kingdom
2002,17219,22,1,114.23,United Kingdom
2003,17700,7,4,2534.64,United Kingdom
2004,18009,12,1,247.39,United Kingdom
2005,18224,9,1,158.95,United Kingdom
2006,12359,17,4,6310.03,Cyprus
2007,12573,4,1,160.54,France
2008,13235,19,1,1031.07,United Kingdom
2009,13320,5,4,1532.2,United Kingdom
2010,13672,19,2,186.39,United Kingdom
2011,13804,7,7,2588.39,United Kingdom
2012,13850,28,1,1595.48,United Kingdom
2013,14174,24,1,134.46,United Kingdom
2014,14582,0,1,114.11,United Kingdom
2015,14641,12,1,110.46,United Kingdom
2016,14702,0,17,3251.79,United Kingdom
2017,14747,26,1,328.2,United Kingdom
2018,15197,1,3,1079.61,United Kingdom
2019,15659,3,1,306.45,United Kingdom
2020,15757,24,2,714.42,United Kingdom
2021,16180,0,8,10254.18,United Kingdom
2022,16357,0,3,658.88,United Kingdom
2023,16362,19,5,709.99,United Kingdom
2024,16957,16,2,416.64,United Kingdom
2025,16966,4,7,2154.97,United Kingdom
2026,17140,24,1,454.12,United Kingdom
2027,17251,383,1,269.83,United Kingdom
2028,17293,15,9,1854.06,United Kingdom
2029,17690,0,15,4726.8,United Kingdom
2030,13591,11,3,1117.13,United Kingdom
2031,13716,15,1,138.28,United Kingdom
2032,13719,6,5,1041.68,United Kingdom
2033,13940,8,4,839.14,United Kingdom
