customer,recency,frequency,monetary,country,R,F,M,group,cluster,labels
15721,2,1,471.4,United Kingdom,4,1,2,412,0,NORMAL
16025,20,1,439.66,United Kingdom,1,1,2,112,0,NORMAL
16441,9,2,381.2,United Kingdom,2,2,2,222,0,NORMAL
16735,8,5,2247.41,United Kingdom,2,4,4,244,0,NORMAL
16788,0,2,594.39,United Kingdom,4,2,2,422,0,NORMAL
16990,25,1,179.0,United Kingdom,1,1,1,111,0,NORMAL
17042,3,5,1036.58,United Kingdom,3,4,3,343,0,NORMAL
17379,2,1,389.72,United Kingdom,4,1,2,412,0,NORMAL
17764,10,2,772.55,United Kingdom,2,2,3,223,0,NORMAL
17786,4,2,266.85,United Kingdom,3,2,1,321,0,NORMAL
12363,8,2,552.0,Unspecified,2,2,2,222,0,NORMAL
12700,22,4,4939.99,France,1,3,4,134,0,NORMAL
12772,19,1,892.47,Portugal,1,1,3,113,0,NORMAL
12838,24,2,671.95,United Kingdom,1,2,3,123,0,NORMAL
12950,15,3,1843.0,United Kingdom,2,3,4,234,0,NORMAL
12970,9,4,405.47,United Kingdom,2,3,2,232,0,NORMAL
13507,6,4,2479.16,United Kingdom,3,3,4,334,0,NORMAL
13780,8,2,360.01,United Kingdom,2,2,2,222,0,NORMAL
14272,0,2,437.96,United Kingdom,4,2,2,422,0,NORMAL
14834,1,6,1720.3,United Kingdom,4,4,4,444,0,NORMAL
15042,6,1,135.93,United Kingdom,3,1,1,311,0,NORMAL
15089,1,6,2420.84,United Kingdom,4,4,4,444,0,NORMAL
15167,7,1,158.8,United Kingdom,3,1,1,311,0,NORMAL
15903,0,7,5126.76,United Kingdom,4,4,4,444,0,NORMAL
16010,22,3,392.4,United Kingdom,1,3,2,132,0,NORMAL
16170,2,6,1885.05,United Kingdom,4,4,4,444,0,NORMAL
16202,381,1,365.27,United Kingdom,1,1,2,112,2,LEFT
16518,2,2,484.32,United Kingdom,4,2,2,422,0,NORMAL
16803,25,1,332.3,United Kingdom,1,1,2,112,0,NORMAL
17443,26,1,534.24,Canada,1,1,2,112,0,NORMAL
18250,28,1,349.27,United Kingdom,1,1,2,112,0,NORMAL
12478,24,1,680.99,Greece,1,1,3,113,0,NORMAL
12947,11,6,1603.99,United Kingdom,2,4,3,243,0,NORMAL
12995,15,1,211.32,United Kingdom,2,1,1,211,0,NORMAL
13283,19,2,93.66,United Kingdom,1,2,1,121,0,NORMAL
13343,15,1,353.43,United Kingdom,2,1,2,212,0,NORMAL
13365,24,2,2225.37,United Kingdom,1,2,4,124,0,NORMAL
13379,4,3,572.56,United Kingdom,3,3,2,332,0,NORMAL
13881,1,20,17159.52,United Kingdom,4,4,4,444,0,NORMAL
13922,372,1,172.25,United Kingdom,1,1,1,111,2,LEFT
14222,15,1,683.17,United Kingdom,2,1,3,213,0,NORMAL
14817,7,2,1110.34,United Kingdom,3,2,3,323,0,NORMAL
15674,0,5,2446.6,United Kingdom,4,4,4,444,0,NORMAL
16215,10,1,242.35,United Kingdom,2,1,1,211,0,NORMAL
16216,13,1,914.93,United Kingdom,2,1,3,213,0,NORMAL
16418,3,3,631.12,United Kingdom,3,3,2,332,0,NORMAL
16633,0,6,2883.1,United Kingdom,4,4,4,444,0,NORMAL
16986,20,2,1873.2,United Kingdom,1,2,4,124,0,NORMAL
17085,17,5,1562.4,United Kingdom,1,4,3,143,0,NORMAL
17930,0,5,1740.48,United Kingdom,4,4,4,444,0,NORMAL
13268,0,11,3174.75,United Kingdom,4,4,4,444,0,NORMAL
13826,14,1,189.5,United Kingdom,2,1,1,211,0,NORMAL
13931,25,2,1237.53,United Kingdom,1,2,3,123,0,NORMAL
14048,23,1,409.93,United Kingdom,1,1,2,112,0,NORMAL
14484,10,1,321.92,United Kingdom,2,1,2,212,0,NORMAL
14794,0,7,1319.91,United Kingdom,4,4,3,443,0,NORMAL
15068,2,2,553.36,United Kingdom,4,2,2,422,0,NORMAL
15970,21,1,314.1,United Kingdom,1,1,2,112,0,NORMAL
16884,28,2,429.84,United Kingdom,1,2,2,122,0,NORMAL
17428,1,28,17256.85,United Kingdom,4,4,4,444,0,NORMAL
13319,2,26,10845.55,United Kingdom,4,4,4,444,0,NORMAL
13474,13,1,226.84,United Kingdom,2,1,1,211,0,NORMAL
13806,23,1,256.38,United Kingdom,1,1,1,111,0,NORMAL
13860,5,5,1245.9,United Kingdom,3,4,3,343,0,NORMAL
14107,5,7,2703.23,United Kingdom,3,4,4,344,0,NORMAL
14159,0,11,4630.35,United Kingdom,4,4,4,444,0,NORMAL
14497,27,1,475.37,United Kingdom,1,1,2,112,0,NORMAL
15022,2,4,852.39,United Kingdom,4,3,3,433,0,NORMAL
15063,20,1,370.8,United Kingdom,1,1,2,112,0,NORMAL
15118,2,1,244.8,United Kingdom,4,1,1,411,0,NORMAL
16127,0,1,656.25,United Kingdom,4,1,2,412,0,NORMAL
16128,7,5,1880.22,United Kingdom,3,4,4,344,0,NORMAL
16282,26,1,168.3,United Kingdom,1,1,1,111,0,NORMAL
16309,5,2,706.57,United Kingdom,3,2,3,323,0,NORMAL
16434,0,7,1511.8,United Kingdom,4,4,3,443,0,NORMAL
17027,2,6,877.56,United Kingdom,4,4,3,443,0,NORMAL
17128,21,1,157.09,United Kingdom,1,1,1,111,0,NORMAL
17461,13,3,735.82,United Kingdom,2,3,3,233,0,NORMAL
17579,5,3,448.9,United Kingdom,3,3,2,332,0,NORMAL
17595,3,2,386.69,United Kingdom,3,2,2,322,0,NORMAL
17727,6,1,1060.25,United Kingdom,3,1,3,313,0,NORMAL
12488,0,3,1298.66,France,4,3,3,433,0,NORMAL
13244,22,1,121.74,United Kingdom,1,1,1,111,0,NORMAL
14146,0,5,4191.0,United Kingdom,4,4,4,444,0,NORMAL
14386,14,1,142.4,United Kingdom,2,1,1,211,0,NORMAL
14768,8,2,192.6,United Kingdom,2,2,1,221,0,NORMAL
14796,5,17,7975.49,United Kingdom,3,4,4,344,0,NORMAL
14842,3,4,2824.69,United Kingdom,3,3,4,334,0,NORMAL
14912,7,2,867.85,Italy,3,2,3,323,0,NORMAL
14937,16,3,1621.88,Channel Islands,1,3,3,133,0,NORMAL
15079,2,4,895.61,United Kingdom,4,3,3,433,0,NORMAL
15527,2,8,2428.53,United Kingdom,4,4,4,444,0,NORMAL
16414,12,2,126.25,United Kingdom,2,2,1,221,0,NORMAL
16647,7,2,214.06,United Kingdom,3,2,1,321,0,NORMAL
16681,0,6,1770.34,United Kingdom,4,4,4,444,0,NORMAL
17197,20,1,1013.01,United Kingdom,1,1,3,113,0,NORMAL
17580,0,3,215.72,United Kingdom,4,3,1,431,0,NORMAL
12480,11,4,3281.63,Germany,2,3,4,234,0,NORMAL
12627,1,7,4478.53,Germany,4,4,4,444,0,NORMAL
12957,0,8,4017.54,United Kingdom,4,4,4,444,0,NORMAL
13135,3,1,3096.0,United Kingdom,3,1,4,314,0,NORMAL
13362,0,4,3090.74,United Kingdom,4,3,4,434,0,NORMAL
13651,0,2,94.2,United Kingdom,4,2,1,421,0,NORMAL
13662,5,3,881.26,United Kingdom,3,3,3,333,0,NORMAL
13755,0,9,2108.06,United Kingdom,4,4,4,444,0,NORMAL
14071,2,8,1437.57,United Kingdom,4,4,3,443,0,NORMAL
14335,7,2,454.86,Germany,3,2,2,322,0,NORMAL
14383,1,3,1247.69,United Kingdom,4,3,3,433,0,NORMAL
14851,2,2,511.35,United Kingdom,4,2,2,422,0,NORMAL
15265,12,2,1506.12,United Kingdom,2,2,3,223,0,NORMAL
15743,7,4,775.96,United Kingdom,3,3,3,333,0,NORMAL
16690,2,2,225.58,United Kingdom,4,2,1,421,0,NORMAL
17146,4,3,749.78,United Kingdom,3,3,3,333,0,NORMAL
17339,24,2,243.36,United Kingdom,1,2,1,121,0,NORMAL
17381,9,29,20275.61,United Kingdom,2,4,4,244,0,NORMAL
17799,1,10,3039.17,United Kingdom,4,4,4,444,0,NORMAL
18260,10,6,2628.35,United Kingdom,2,4,4,244,0,NORMAL
12703,1,1,283.55,Germany,4,1,1,411,0,NORMAL
13083,5,2,303.75,United Kingdom,3,2,1,321,0,NORMAL
13614,2,4,1585.46,United Kingdom,4,3,3,433,0,NORMAL
13821,7,2,385.64,United Kingdom,3,2,2,322,0,NORMAL
13952,15,2,3251.07,United Kingdom,2,2,4,224,0,NORMAL
14196,5,1,335.52,United Kingdom,3,1,2,312,0,NORMAL
14504,5,4,673.26,United Kingdom,3,3,3,333,0,NORMAL
14539,4,2,537.48,United Kingdom,3,2,2,322,0,NORMAL
14705,5,1,179.0,United Kingdom,3,1,1,311,0,NORMAL
14737,24,3,1164.55,United Kingdom,1,3,3,133,0,NORMAL
15005,0,28,6295.37,United Kingdom,4,4,4,444,0,NORMAL
16105,25,1,336.96,United Kingdom,1,1,2,112,0,NORMAL
16750,3,5,623.93,United Kingdom,3,4,2,342,0,NORMAL
17320,0,3,1200.62,United Kingdom,4,3,3,433,0,NORMAL
17458,6,1,316.5,United Kingdom,3,1,2,312,0,NORMAL
17576,3,19,3564.83,United Kingdom,3,4,4,344,0,NORMAL
17711,1,2,385.1,United Kingdom,4,2,2,422,0,NORMAL
12676,0,6,1331.39,Sweden,4,4,3,443,0,NORMAL
13115,2,4,2294.78,United Kingdom,4,3,4,434,0,NORMAL
13710,22,1,180.48,United Kingdom,1,1,1,111,0,NORMAL
13882,2,5,1191.13,United Kingdom,4,4,3,443,0,NORMAL
13899,7,2,388.52,United Kingdom,3,2,2,322,0,NORMAL
13976,13,1,357.98,United Kingdom,2,1,2,212,0,NORMAL
14211,2,9,2241.1,United Kingdom,4,4,4,444,0,NORMAL
14601,1,1,213.96,United Kingdom,4,1,1,411,0,NORMAL
14778,26,2,730.86,United Kingdom,1,2,3,123,0,NORMAL
15344,4,3,563.94,United Kingdom,3,3,2,332,0,NORMAL
15422,10,2,97.7,United Kingdom,2,2,1,221,0,NORMAL
15444,0,2,1411.21,United Kingdom,4,2,3,423,0,NORMAL
15796,2,8,2708.61,United Kingdom,4,4,4,444,0,NORMAL
16217,12,2,304.25,United Kingdom,2,2,1,221,0,NORMAL
16531,4,7,1244.59,United Kingdom,3,4,3,343,0,NORMAL
16734,12,3,646.76,United Kingdom,2,3,2,232,0,NORMAL
17278,18,1,246.04,United Kingdom,1,1,1,111,0,NORMAL
17365,0,8,4767.36,United Kingdom,4,4,4,444,0,NORMAL
17495,28,2,497.56,United Kingdom,1,2,2,122,0,NORMAL
17534,13,1,223.36,United Kingdom,2,1,1,211,0,NORMAL
18112,3,2,352.69,United Kingdom,3,2,2,322,0,NORMAL
18184,6,1,49.8,United Kingdom,3,1,1,311,0,NORMAL
18249,8,1,95.34,United Kingdom,2,1,1,211,0,NORMAL
12449,13,4,4067.29,Belgium,2,3,4,234,0,NORMAL
12464,1,8,1212.05,Belgium,4,4,3,443,0,NORMAL
12546,6,2,1161.5,Spain,3,2,3,323,0,NORMAL
12592,20,2,437.6,Germany,1,2,2,122,0,NORMAL
13350,7,2,979.12,United Kingdom,3,2,3,323,0,NORMAL
13610,3,7,1082.33,United Kingdom,3,4,3,343,0,NORMAL
14076,28,1,118.67,United Kingdom,1,1,1,111,0,NORMAL
14682,8,2,52.0,United Kingdom,2,2,1,221,0,NORMAL
14722,15,1,180.42,United Kingdom,2,1,1,211,0,NORMAL
14792,23,1,6.2,United Kingdom,1,1,1,111,0,NORMAL
15406,19,2,510.71,United Kingdom,1,2,2,122,0,NORMAL
15679,15,4,781.28,United Kingdom,2,3,3,233,0,NORMAL
16211,18,1,547.02,United Kingdom,1,1,2,112,0,NORMAL
16603,4,2,482.47,United Kingdom,3,2,2,322,0,NORMAL
17578,25,1,143.46,United Kingdom,1,1,1,111,0,NORMAL
17725,0,11,3439.08,United Kingdom,4,4,4,444,0,NORMAL
18181,15,1,366.85,United Kingdom,2,1,2,212,0,NORMAL
12541,11,3,981.18,Spain,2,3,3,233,0,NORMAL
12550,9,1,964.83,Spain,2,1,3,213,0,NORMAL
13124,19,3,3756.33,United Kingdom,1,3,4,134,0,NORMAL
13636,3,5,949.12,United Kingdom,3,4,3,343,0,NORMAL
14130,6,1,480.91,United Kingdom,3,1,2,312,0,NORMAL
14305,1,3,1858.96,United Kingdom,4,3,4,434,0,NORMAL
14929,23,1,223.88,United Kingdom,1,1,1,111,0,NORMAL
15120,1,1,358.82,United Kingdom,4,1,2,412,0,NORMAL
15210,2,1,331.18,United Kingdom,4,1,2,412,0,NORMAL
15498,3,27,13316.4,United Kingdom,3,4,4,344,0,NORMAL
16173,4,6,1418.32,United Kingdom,3,4,3,343,0,NORMAL
16378,14,3,362.95,United Kingdom,2,3,2,232,0,NORMAL
16432,24,1,287.4,United Kingdom,1,1,1,111,0,NORMAL
16650,1,1,518.42,United Kingdom,4,1,2,412,0,NORMAL
16667,2,2,567.18,United Kingdom,4,2,2,422,0,NORMAL
16701,3,13,5398.3,United Kingdom,3,4,4,344,0,NORMAL
17123,29,1,345.3,United Kingdom,1,1,2,112,0,NORMAL
12540,0,17,13400.24,Spain,4,4,4,444,0,NORMAL
13663,17,1,189.47,United Kingdom,1,1,1,111,0,NORMAL
13809,23,1,155.05,Cyprus,1,1,1,111,0,NORMAL
14021,2,3,631.9,United Kingdom,4,3,2,432,0,NORMAL
14247,24,1,136.77,United Kingdom,1,1,1,111,0,NORMAL
14594,28,2,363.33,United Kingdom,1,2,2,122,0,NORMAL
14700,15,3,2195.1,United Kingdom,2,3,4,234,0,NORMAL
14739,10,7,3902.28,United Kingdom,2,4,4,244,0,NORMAL
14901,0,9,1421.29,United Kingdom,4,4,3,443,0,NORMAL
15227,2,5,1219.4,United Kingdom,4,4,3,443,0,NORMAL
15287,0,2,486.69,United Kingdom,4,2,2,422,0,NORMAL
16107,2,7,3204.16,United Kingdom,4,4,4,444,0,NORMAL
16287,7,1,142.5,United Kingdom,3,1,1,311,0,NORMAL
16496,3,3,1599.52,United Kingdom,3,3,3,333,0,NORMAL
16674,14,2,304.24,United Kingdom,2,2,1,221,0,NORMAL
16692,2,2,1276.0,United Kingdom,4,2,3,423,0,NORMAL
16789,29,1,80.8,United Kingdom,1,1,1,111,0,NORMAL
16892,6,5,518.19,United Kingdom,3,4,2,342,0,NORMAL
16996,15,6,1456.96,United Kingdom,2,4,3,243,0,NORMAL
17530,3,10,2367.12,United Kingdom,3,4,4,344,0,NORMAL
17738,10,4,1879.05,United Kingdom,2,3,4,234,0,NORMAL
18189,7,2,1090.24,United Kingdom,3,2,3,323,0,NORMAL
12545,5,2,1000.39,Spain,3,2,3,323,0,NORMAL
12625,6,2,2683.82,Germany,3,2,4,324,0,NORMAL
12831,8,1,215.05,United Kingdom,2,1,1,211,0,NORMAL
13391,10,1,59.8,United Kingdom,2,1,1,211,0,NORMAL
13527,4,7,2242.36,United Kingdom,3,4,4,344,0,NORMAL
14057,0,17,6211.66,United Kingdom,4,4,4,444,0,NORMAL
14697,25,2,188.61,United Kingdom,1,2,1,121,0,NORMAL
15087,27,1,306.94,United Kingdom,1,1,2,112,0,NORMAL
15142,6,1,498.74,United Kingdom,3,1,2,312,0,NORMAL
15214,1,8,1661.44,United Kingdom,4,4,4,444,0,NORMAL
15434,6,5,1041.48,United Kingdom,3,4,3,343,0,NORMAL
15680,0,3,1333.68,United Kingdom,4,3,3,433,0,NORMAL
16050,11,1,137.9,United Kingdom,2,1,1,211,0,NORMAL
16108,14,1,842.5,United Kingdom,2,1,3,213,0,NORMAL
16208,4,2,664.26,United Kingdom,3,2,2,322,0,NORMAL
16384,9,2,584.5,United Kingdom,2,2,2,222,0,NORMAL
16669,8,3,1348.88,United Kingdom,2,3,3,233,0,NORMAL
16725,3,7,758.27,United Kingdom,3,4,3,343,0,NORMAL
16814,0,21,6416.7,United Kingdom,4,4,4,444,0,NORMAL
17022,22,1,71.0,United Kingdom,1,1,1,111,0,NORMAL
17406,20,3,2184.42,United Kingdom,1,3,4,134,0,NORMAL
17523,2,4,652.74,United Kingdom,4,3,2,432,0,NORMAL
12758,15,2,2791.59,Portugal,2,2,4,224,0,NORMAL
12845,8,4,354.09,United Kingdom,2,3,2,232,0,NORMAL
12944,26,2,604.51,United Kingdom,1,2,2,122,0,NORMAL
13082,0,9,3613.63,United Kingdom,4,4,4,444,0,NORMAL
13327,5,8,3627.77,United Kingdom,3,4,4,344,0,NORMAL
13599,1,21,5149.92,United Kingdom,4,4,4,444,0,NORMAL
13656,2,2,379.65,United Kingdom,4,2,2,422,0,NORMAL
13705,12,3,711.86,United Kingdom,2,3,3,233,0,NORMAL
14027,20,1,104.82,United Kingdom,1,1,1,111,0,NORMAL
14553,10,5,859.27,United Kingdom,2,4,3,243,0,NORMAL
14748,19,5,1415.75,United Kingdom,1,4,3,143,0,NORMAL
14878,3,9,1476.09,United Kingdom,3,4,3,343,0,NORMAL
15665,6,2,2222.21,United Kingdom,3,2,4,324,0,NORMAL
15756,20,4,528.01,United Kingdom,1,3,2,132,0,NORMAL
16528,24,1,244.41,United Kingdom,1,1,1,111,0,NORMAL
16881,26,1,432.0,United Kingdom,1,1,2,112,0,NORMAL
16936,16,1,261.9,United Kingdom,1,1,1,111,0,NORMAL
17086,9,6,2050.08,United Kingdom,2,4,4,244,0,NORMAL
18013,23,2,187.29,United Kingdom,1,2,1,121,0,NORMAL
12577,26,3,626.6,France,1,3,2,132,0,NORMAL
13064,3,4,1105.59,United Kingdom,3,3,3,333,0,NORMAL
13140,7,3,422.47,United Kingdom,3,3,2,332,0,NORMAL
13151,13,1,1257.87,United Kingdom,2,1,3,213,0,NORMAL
13187,24,1,236.02,United Kingdom,1,1,1,111,0,NORMAL
13606,20,3,276.75,United Kingdom,1,3,1,131,0,NORMAL
13704,3,9,2308.06,United Kingdom,3,4,4,344,0,NORMAL
14923,10,1,749.1,United Kingdom,2,1,3,213,0,NORMAL
15160,378,1,158.16,United Kingdom,1,1,1,111,2,LEFT
15220,7,6,1778.96,United Kingdom,3,4,4,344,0,NORMAL
15448,0,1,494.64,United Kingdom,4,1,2,412,0,NORMAL
16124,4,1,249.0,United Kingdom,3,1,1,311,0,NORMAL
16850,20,1,332.41,United Kingdom,1,1,2,112,0,NORMAL
16852,1,2,144.91,United Kingdom,4,2,1,421,0,NORMAL
16898,15,3,501.03,United Kingdom,2,3,2,232,0,NORMAL
17133,6,7,4892.24,United Kingdom,3,4,4,344,0,NORMAL
17616,0,3,571.2,United Kingdom,4,3,2,432,0,NORMAL
17664,9,2,604.64,United Kingdom,2,2,2,222,0,NORMAL
17891,0,1,203.86,United Kingdom,4,1,1,411,0,NORMAL
12728,1,4,836.33,France,4,3,3,433,0,NORMAL
13102,1,24,6424.09,United Kingdom,4,4,4,444,0,NORMAL
13569,8,2,338.62,United Kingdom,2,2,2,222,0,NORMAL
13819,6,3,1140.35,United Kingdom,3,3,3,333,0,NORMAL
14189,1,15,4654.08,United Kingdom,4,4,4,444,0,NORMAL
14981,23,1,102.12,United Kingdom,1,1,1,111,0,NORMAL
15006,11,1,480.38,United Kingdom,2,1,2,212,0,NORMAL
15158,5,1,401.4,United Kingdom,3,1,2,312,0,NORMAL
15358,3,22,8347.2,United Kingdom,3,4,4,344,0,NORMAL
15396,11,1,288.18,United Kingdom,2,1,1,211,0,NORMAL
16059,0,6,1453.16,United Kingdom,4,4,3,443,0,NORMAL
16161,5,19,5533.67,United Kingdom,3,4,4,344,0,NORMAL
16729,0,21,7205.33,United Kingdom,4,4,4,444,0,NORMAL
16758,25,1,369.34,United Kingdom,1,1,2,112,0,NORMAL
17122,18,1,138.32,United Kingdom,1,1,1,111,0,NORMAL
17232,5,2,417.77,United Kingdom,3,2,2,322,0,NORMAL
17338,8,8,6493.54,United Kingdom,2,4,4,244,0,NORMAL
17432,9,2,365.76,United Kingdom,2,2,2,222,0,NORMAL
17667,16,5,2055.51,United Kingdom,1,4,4,144,0,NORMAL
17887,28,1,111.35,United Kingdom,1,1,1,111,0,NORMAL
17912,28,5,310.06,United Kingdom,1,4,2,142,0,NORMAL
18136,6,3,784.33,United Kingdom,3,3,3,333,0,NORMAL
12690,12,1,389.01,France,2,1,2,212,0,NORMAL
12942,0,3,675.6,United Kingdom,4,3,3,433,0,NORMAL
13011,393,1,50.55,United Kingdom,1,1,1,111,2,LEFT
13173,25,2,353.65,United Kingdom,1,2,2,122,0,NORMAL
13396,6,2,1360.99,United Kingdom,3,2,3,323,0,NORMAL
13525,5,2,628.78,United Kingdom,3,2,2,322,0,NORMAL
14127,2,3,709.71,United Kingdom,4,3,3,433,0,NORMAL
14971,3,3,1097.98,United Kingdom,3,3,3,333,0,NORMAL
15107,17,6,319.5,United Kingdom,1,4,2,142,0,NORMAL
15269,14,1,408.8,United Kingdom,2,1,2,212,0,NORMAL
15597,26,1,324.57,United Kingdom,1,1,2,112,0,NORMAL
15821,4,2,570.96,United Kingdom,3,2,2,322,0,NORMAL
16239,16,2,414.2,United Kingdom,1,2,2,122,0,NORMAL
16430,17,1,300.85,United Kingdom,1,1,1,111,0,NORMAL
16709,6,5,3029.87,United Kingdom,3,4,4,344,0,NORMAL
16710,4,10,2467.99,United Kingdom,3,4,4,344,0,NORMAL
17686,7,7,5739.46,United Kingdom,3,4,4,344,0,NORMAL
17758,9,8,3408.2,United Kingdom,2,4,4,244,0,NORMAL
12637,9,8,6002.9,France,2,4,4,244,0,NORMAL
13462,29,1,151.5,United Kingdom,1,1,1,111,0,NORMAL
13715,25,5,1077.39,United Kingdom,1,4,3,143,0,NORMAL
14206,16,1,328.16,United Kingdom,1,1,2,112,0,NORMAL
14238,13,1,146.85,United Kingdom,2,1,1,211,0,NORMAL
14341,0,8,2166.98,United Kingdom,4,4,4,444,0,NORMAL
14424,8,1,322.08,United Kingdom,2,1,2,212,0,NORMAL
14566,9,1,1432.0,Channel Islands,2,1,3,213,0,NORMAL
14661,17,1,107.95,United Kingdom,1,1,1,111,0,NORMAL
15143,2,1,259.45,United Kingdom,4,1,1,411,0,NORMAL
15185,0,1,310.62,United Kingdom,4,1,2,412,0,NORMAL
15300,24,1,496.44,United Kingdom,1,1,2,112,0,NORMAL
15541,13,1,85.13,United Kingdom,2,1,1,211,0,NORMAL
15762,7,2,583.75,United Kingdom,3,2,2,322,0,NORMAL
16233,1,3,536.68,United Kingdom,4,3,2,432,0,NORMAL
16567,1,2,865.6,United Kingdom,4,2,3,423,0,NORMAL
16639,12,3,1257.51,United Kingdom,2,3,3,233,0,NORMAL
17047,12,3,1100.9,United Kingdom,2,3,3,233,0,NORMAL
17090,4,7,1974.65,United Kingdom,3,4,4,344,0,NORMAL
12415,10,21,124914.53,Australia,2,4,4,244,1,HOT
13062,29,1,346.98,United Kingdom,1,1,2,112,0,NORMAL
13709,0,13,6307.65,United Kingdom,4,4,4,444,0,NORMAL
13759,1,2,659.41,United Kingdom,4,2,2,422,0,NORMAL
13889,22,1,416.9,United Kingdom,1,1,2,112,0,NORMAL
14083,1,9,1002.9,United Kingdom,4,4,3,443,0,NORMAL
14116,10,5,1382.74,United Kingdom,2,4,3,243,0,NORMAL
14362,13,1,151.5,United Kingdom,2,1,1,211,0,NORMAL
14443,6,4,1420.2,United Kingdom,3,3,3,333,0,NORMAL
14506,0,5,1960.65,United Kingdom,4,4,4,444,0,NORMAL
14530,8,6,2862.11,United Kingdom,2,4,4,244,0,NORMAL
14631,10,3,1006.98,United Kingdom,2,3,3,233,0,NORMAL
15140,5,7,2354.25,United Kingdom,3,4,4,344,0,NORMAL
15201,11,5,1236.54,United Kingdom,2,4,3,243,0,NORMAL
15910,3,8,1228.88,United Kingdom,3,4,3,343,0,NORMAL
16163,9,2,856.6,United Kingdom,2,2,3,223,0,NORMAL
16426,6,10,1863.76,United Kingdom,3,4,4,344,0,NORMAL
17096,6,4,1022.13,United Kingdom,3,3,3,333,0,NORMAL
17252,15,2,348.91,United Kingdom,2,2,2,222,0,NORMAL
17552,1,4,930.41,United Kingdom,4,3,3,433,0,NORMAL
17604,0,2,309.36,United Kingdom,4,2,2,422,0,NORMAL
17867,6,6,1157.87,United Kingdom,3,4,3,343,0,NORMAL
18120,21,1,111.15,United Kingdom,1,1,1,111,0,NORMAL
18202,6,3,1396.99,United Kingdom,3,3,3,333,0,NORMAL
12383,15,5,1850.56,Belgium,2,4,4,244,0,NORMAL
12645,3,4,1775.18,Germany,3,3,4,334,0,NORMAL
13014,1,10,3466.28,United Kingdom,4,4,4,444,0,NORMAL
13189,9,2,260.68,United Kingdom,2,2,1,221,0,NORMAL
13479,7,2,300.95,United Kingdom,3,2,1,321,0,NORMAL
14442,3,2,1589.82,Channel Islands,3,2,3,323,0,NORMAL
14866,1,12,14389.9,United Kingdom,4,4,4,444,0,NORMAL
15099,14,1,410.48,United Kingdom,2,1,2,212,0,NORMAL
15392,18,4,1535.53,United Kingdom,1,3,3,133,0,NORMAL
15669,0,4,684.34,United Kingdom,4,3,3,433,0,NORMAL
16376,8,2,974.96,United Kingdom,2,2,3,223,0,NORMAL
17015,1,3,1838.61,United Kingdom,4,3,4,434,0,NORMAL
17139,5,12,10650.77,United Kingdom,3,4,4,344,0,NORMAL
17405,2,3,1031.41,United Kingdom,4,3,3,433,0,NORMAL
17450,0,46,194390.8,United Kingdom,4,4,4,444,1,HOT
12818,7,1,1542.08,Austria,3,1,3,313,0,NORMAL
12915,16,2,363.65,United Kingdom,1,2,2,122,0,NORMAL
13090,4,14,8910.82,United Kingdom,3,4,4,344,0,NORMAL
13218,26,1,62.64,United Kingdom,1,1,1,111,0,NORMAL
13546,3,3,621.09,United Kingdom,3,3,2,332,0,NORMAL
13561,22,1,141.86,United Kingdom,1,1,1,111,0,NORMAL
13723,24,1,199.85,United Kingdom,1,1,1,111,0,NORMAL
13947,25,1,90.6,United Kingdom,1,1,1,111,0,NORMAL
14503,0,6,3543.26,United Kingdom,4,4,4,444,0,NORMAL
14651,18,2,653.75,United Kingdom,1,2,2,122,0,NORMAL
15021,7,9,1871.77,United Kingdom,3,4,4,344,0,NORMAL
15623,9,1,301.03,United Kingdom,2,1,1,211,0,NORMAL
16557,5,2,281.85,United Kingdom,3,2,1,321,0,NORMAL
16903,20,1,363.2,United Kingdom,1,1,2,112,0,NORMAL
17832,9,1,155.37,United Kingdom,2,1,1,211,0,NORMAL
18200,5,1,150.35,United Kingdom,3,1,1,311,0,NORMAL
12433,0,7,13375.87,Norway,4,4,4,444,0,NORMAL
12434,6,2,806.14,Australia,3,2,3,323,0,NORMAL
12779,5,8,3981.36,Poland,3,4,4,344,0,NORMAL
13159,5,4,1429.35,United Kingdom,3,3,3,333,0,NORMAL
13750,8,5,1647.26,United Kingdom,2,4,3,243,0,NORMAL
13934,9,1,922.1,United Kingdom,2,1,3,213,0,NORMAL
13956,6,5,1019.27,United Kingdom,3,4,3,343,0,NORMAL
13978,5,2,196.79,United Kingdom,3,2,1,321,0,NORMAL
14227,2,10,3350.96,United Kingdom,4,4,4,444,0,NORMAL
14653,0,7,1926.65,United Kingdom,4,4,4,444,0,NORMAL
14761,18,2,255.9,United Kingdom,1,2,1,121,0,NORMAL
14859,3,4,1353.74,United Kingdom,3,3,3,333,0,NORMAL
15030,1,2,518.28,United Kingdom,4,2,2,422,0,NORMAL
15373,0,12,2415.91,United Kingdom,4,4,4,444,0,NORMAL
15475,7,1,454.11,United Kingdom,3,1,2,312,0,NORMAL
15561,2,4,800.59,United Kingdom,4,3,3,433,0,NORMAL
15709,29,1,133.25,United Kingdom,1,1,1,111,0,NORMAL
15880,390,1,329.03,United Kingdom,1,1,2,112,2,LEFT
16350,12,4,1116.47,United Kingdom,2,3,3,233,0,NORMAL
16498,0,2,100.97,United Kingdom,4,2,1,421,0,NORMAL
16517,23,1,162.7,United Kingdom,1,1,1,111,0,NORMAL
16931,0,21,4554.87,United Kingdom,4,4,4,444,0,NORMAL
